,brewery_name,state,state_breweries
0,Valley Brewing Co.,CALIFORNIA,284
1,Valley Brewing Co.,CALIFORNIA,284
2,Valley Brewing Co,CALIFORNIA,284
3,Ukiah Brewing Company,CALIFORNIA,284
4,Tustin Brewing Co.,CALIFORNIA,284
5,Trumer Brauerei,CALIFORNIA,284
6,Trumer Brauerei,CALIFORNIA,284
7,Triple Rock Brewing Co.,CALIFORNIA,284
8,Tied House Cafe & Brewery (San Jose),CALIFORNIA,284
9,Tied House Cafe & Brewery (Mt. View),CALIFORNIA,284
10,Thirsty Bear Brewing Co.,CALIFORNIA,284
11,Third Street Ale Works,CALIFORNIA,284
12,The Brewhouse,CALIFORNIA,284
13,The Beach Chalet,CALIFORNIA,284
14,Telegraph Brewing Company,CALIFORNIA,284
15,Taylor's Restaurant & Brewery,CALIFORNIA,284
16,Taps Fishouse & Brewery,CALIFORNIA,284
17,"Tailgate Brewery, LLC",CALIFORNIA,284
18,Sudwerk Privatbrauerei Hübsch,CALIFORNIA,284
19,Sudwerk Brewery & Grill,CALIFORNIA,284
20,Stumptown Brewery,CALIFORNIA,284
21,Stone Brewing/World Bistro & Gardens,CALIFORNIA,284
22,Steelhead Brewing Co - Burlingame,CALIFORNIA,284
23,Steelhead Brewery & Cafe,CALIFORNIA,284
24,Stadium Brewing Company,CALIFORNIA,284
25,St. Stan's Brewing Co.,CALIFORNIA,284
26,Speakeasy Ales and Lagers,CALIFORNIA,284
27,Spanish Peaks Brewing Co. ,CALIFORNIA,284
28,Sonoma Chicken & Brewery,CALIFORNIA,284
29,Solana Beach Brewery (Pizza Port),CALIFORNIA,284
30,Snowshoe Brewing Company,CALIFORNIA,284
31,Snowshoe Brewing Company,CALIFORNIA,284
32,Snowshoe Brewing Co.,CALIFORNIA,284
33,Skyscraper Brewing Company,CALIFORNIA,284
34,Six Rivers Brewing Co.,CALIFORNIA,284
35,Silverado Brewing Company,CALIFORNIA,284
36,Sierra Nevada Brewing Co.,CALIFORNIA,284
37,Sierra Madre Brewing Co.,CALIFORNIA,284
38,Shmaltz Brewing Co,CALIFORNIA,284
39,Sequoia Brewing Company,CALIFORNIA,284
40,Sequoia Brewing Company,CALIFORNIA,284
41,Seabright Brewery,CALIFORNIA,284
42,Schooners Grille & Brewery,CALIFORNIA,284
43,Santa Cruz Mountain Brewing Co.,CALIFORNIA,284
44,Santa Cruz Aleworks,CALIFORNIA,284
45,Santa Barbara Brewing Co.,CALIFORNIA,284
46,San Pedro Brewing Company,CALIFORNIA,284
47,San Marcos Brewery & Grill,CALIFORNIA,284
48,San Francisco Brewing Co.,CALIFORNIA,284
49,San Diego Brewing Company,CALIFORNIA,284
50,Ruth McGowan's Brewpub,CALIFORNIA,284
51,Russian River Brewing Co.,CALIFORNIA,284
52,Rubicon Brewing Company,CALIFORNIA,284
53,Rogue Ales Public House,CALIFORNIA,284
54,Rock Bottom Restaurant & Brewery,CALIFORNIA,284
55,Rock Bottom Restaurant & Brewery,CALIFORNIA,284
56,Rock Bottom Restaurant & Brewery,CALIFORNIA,284
57,Rock Bottom Restaurant & Brewery,CALIFORNIA,284
58,Riverside Brewing Co.,CALIFORNIA,284
59,River City Brewing,CALIFORNIA,284
60,Revolutionary Brewing Co.,CALIFORNIA,284
61,Redondo Beach Brewing Company,CALIFORNIA,284
62,Red Rock Winery & Brewery,CALIFORNIA,284
63,Red Car Brewery & Restaurant,CALIFORNIA,284
64,Reaper Ale,CALIFORNIA,284
65,Pyramid Brewery & Alehouse,CALIFORNIA,284
66,Pyramid Alehouse Brewery & Restaurant,CALIFORNIA,284
67,Pyramid Alehouse,CALIFORNIA,284
68,Pyramid Alehouse,CALIFORNIA,284
69,Port Brewing Co/The Lost Abbey,CALIFORNIA,284
70,Pizza Port Carlsbad Brewery,CALIFORNIA,284
71,Pizza Port Brewing Co-Solana Beach,CALIFORNIA,284
72,Pizza Port Brewing Company,CALIFORNIA,284
73,Peter B's Brewpub,CALIFORNIA,284
74,Pacific Coast Brewing Co.,CALIFORNIA,284
75,Omaha Jack's Steakhouse & Brewery,CALIFORNIA,284
76,Oggi's Pizza & Brewing Company (Carmel Mtn. Ranch),CALIFORNIA,284
77,Oggi's Pizza & Brewing Company,CALIFORNIA,284
78,Oggi's Pizza & Brewing Company,CALIFORNIA,284
79,Oggi's Pizza & Brewing Company,CALIFORNIA,284
80,Oggi's Pizza & Brewing Company,CALIFORNIA,284
81,Oggi's Pizza & Brewing Company,CALIFORNIA,284
82,Oggi's Pizza & Brewing Company,CALIFORNIA,284
83,Oggi's Pizza & Brewing Company,CALIFORNIA,284
84,Oggi's Pizza & Brewing Company,CALIFORNIA,284
85,Oggi's Pizza & Brewing Company,CALIFORNIA,284
86,Oggi's Pizza & Brewing Company,CALIFORNIA,284
87,Oggi's Pizza & Brewing Company,CALIFORNIA,284
88,Oggi's Pizza & Brewing Company,CALIFORNIA,284
89,Oceanside Ale Works,CALIFORNIA,284
90,Ocean Brewing Company,CALIFORNIA,284
91,North Coast Brewing Co.,CALIFORNIA,284
92,Newport Beach Brewing Co.,CALIFORNIA,284
93,New English Brewing Co. Inc,CALIFORNIA,284
94,Napa Valley Brewing Co./ Calistoga Inn,CALIFORNIA,284
95,Mt. Shasta Brewing Company,CALIFORNIA,284
96,Moylan's Brewery & Restaurant,CALIFORNIA,284
97,Mount Tallac Brewing Co.,CALIFORNIA,284
98,Mount St. Helena Brewing Co.,CALIFORNIA,284
99,Morro Bay Brewing Company,CALIFORNIA,284
100,Moonlight Brewing Company,CALIFORNIA,284
101,Mission Brewery @ Miami Grill,CALIFORNIA,284
102,Miller Brewing Company,CALIFORNIA,284
103,Mendocino Brewing Co.,CALIFORNIA,284
104,Mendocino Brewing Co.,CALIFORNIA,284
105,Mary's Pizza Shack,CALIFORNIA,284
106,Marin Brewing Co.,CALIFORNIA,284
107,"Marauder Brewing, Inc",CALIFORNIA,284
108,Mammoth Brewing Co.,CALIFORNIA,284
109,Main Street Brewery/Lamppost Pizza,CALIFORNIA,284
110,Main Street Brewery,CALIFORNIA,284
111,Magnolia Pub & Brewery,CALIFORNIA,284
112,Mad River Brewing Co.,CALIFORNIA,284
113,Lost Coast Brewery,CALIFORNIA,284
114,Los Gatos Brewing Company,CALIFORNIA,284
115,Lodi Beer Company,CALIFORNIA,284
116,Lockdown Brewing Company,CALIFORNIA,284
117,Linden Street Brewery,CALIFORNIA,284
118,Lightning Brewery,CALIFORNIA,284
119,Library Alehouse,CALIFORNIA,284
120,Lengthwise Brewing Co.,CALIFORNIA,284
121,Left Coast Brewing Company,CALIFORNIA,284
122,Lagunitas Brewing Company,CALIFORNIA,284
123,La Jolla Brewery,CALIFORNIA,284
124,La Jolla Brew House,CALIFORNIA,284
125,Karl Strauss Brewery Restaurant,CALIFORNIA,284
126,Karl Strauss Brewery Gardens,CALIFORNIA,284
127,Karl Strauss Brewery Gardens,CALIFORNIA,284
128,Karl Strauss Brewery & Restaurant,CALIFORNIA,284
129,Karl Strauss Brewery & Restaurant,CALIFORNIA,284
130,Karl Strauss Brewery & Grill,CALIFORNIA,284
131,Karl Strauss Brewery & Grill,CALIFORNIA,284
132,Karl Strauss Breweries,CALIFORNIA,284
133,JT Schmid's Brewhouse & Eatery,CALIFORNIA,284
134,Jergensen Brewing Company,CALIFORNIA,284
135,Jack's Brewing Company,CALIFORNIA,284
136,Jack Russell Brewing Co.,CALIFORNIA,284
137,J.S. McNg Brewery Concern,CALIFORNIA,284
138,Island Brewing Company,CALIFORNIA,284
139,Iron Springs Pub & Brewery,CALIFORNIA,284
140,Inland Empire Brewing Co.,CALIFORNIA,284
141,Indian Wells Brewing Co.,CALIFORNIA,284
142,Huntington Beach Beer Co.,CALIFORNIA,284
143,Humboldt Brewing Co.,CALIFORNIA,284
144,Hopyard,CALIFORNIA,284
145,HopTown Brewing Company,CALIFORNIA,284
146,Hoppy Brewing Co.,CALIFORNIA,284
147,Hollywood Beach Brewing Co. ,CALIFORNIA,284
148,Hollister Brewing Co,CALIFORNIA,284
149,Happy Valley Brewing,CALIFORNIA,284
150,Hansa Brewing Co.,CALIFORNIA,284
151,Hangar 24 Craft Brewery,CALIFORNIA,284
152,Half Moon Bay Brewing,CALIFORNIA,284
153,Green Flash Brewing Co.,CALIFORNIA,284
154,Great Sex Brewing,CALIFORNIA,284
155,Great Beer Company,CALIFORNIA,284
156,Gordon Biersch Brewing Co. (San Jose),CALIFORNIA,284
157,Gordon Biersch Brewing Co. (San Jose),CALIFORNIA,284
158,Gordon Biersch Brewing Co. (San Francisco),CALIFORNIA,284
159,Gordon Biersch Brewing Co. (Palo Alto),CALIFORNIA,284
160,Gordon Biersch Brewing Co.,CALIFORNIA,284
161,Gordon Biersch Brewing Co.,CALIFORNIA,284
162,Gordon Biersch Brewing Co.,CALIFORNIA,284
163,Gordon Biersch Brewing Co.,CALIFORNIA,284
164,Gordon Biersch Brewing Co.,CALIFORNIA,284
165,Gold Hill Brewery,CALIFORNIA,284
166,Gold Country Brewing,CALIFORNIA,284
167,Full Circle Brewing Co.,CALIFORNIA,284
168,Firestone Walker Brewing Co.,CALIFORNIA,284
169,Firestone Walker Brewing,CALIFORNIA,284
170,Firehouse Grill & Brewery,CALIFORNIA,284
171,Firehouse Brewing Co.,CALIFORNIA,284
172,Fire House Brewing Co.,CALIFORNIA,284
173,FiftyFifty Brewing Co,CALIFORNIA,284
174,Feather River Brewing Co.,CALIFORNIA,284
175,Faultline Brewing Co. (Sunnyvale),CALIFORNIA,284
176,"Etna Brewing Company, Inc.",CALIFORNIA,284
177,English Ales Brewery,CALIFORNIA,284
178,Elizabeth Street Brewery,CALIFORNIA,284
179,El Toro Brewpub,CALIFORNIA,284
180,El Toro Brewing Company,CALIFORNIA,284
181,El Dorado Brewing Company,CALIFORNIA,284
182,Eel River Brewing Co.,CALIFORNIA,284
183,Eagle Rock Brewery,CALIFORNIA,284
184,E.J. Phair Brewing Company,CALIFORNIA,284
185,E.J. Phair Brewing Co. & Alehouse,CALIFORNIA,284
186,Drakes Brewing Company,CALIFORNIA,284
187,Downtown Joe's Brewery & Restaurant,CALIFORNIA,284
188,Downtown Brewing,CALIFORNIA,284
189,Devil's Canyon Brewing Co.,CALIFORNIA,284
190,Dempsey's Ale House,CALIFORNIA,284
191,Dale Bros. Brewery,CALIFORNIA,284
192,Creekside Brewing Co,CALIFORNIA,284
193,Craftsman Brewing Company,CALIFORNIA,284
194,Coronado Brewing Co.,CALIFORNIA,284
195,Chau Tien,CALIFORNIA,284
196,Cervecerias La Cruda,CALIFORNIA,284
197,Central Coast Brewing Co.,CALIFORNIA,284
198,Carmel Brewing Co.,CALIFORNIA,284
199,Callahan's Pub & Brewery,CALIFORNIA,284
200,Calistoga Inn/Napa Valley Brewing Co.,CALIFORNIA,284
201,California Brewing Company,CALIFORNIA,284
202,Butte Creek Brewing Co.,CALIFORNIA,284
203,Burlingame Station/Steelhead Brewery,CALIFORNIA,284
204,Buffalo Bill's Brewery,CALIFORNIA,284
205,Broken Drum Brewery & Wood Grill,CALIFORNIA,284
206,"Brewhouse, The",CALIFORNIA,284
207,Brewhouse at Eastlake,CALIFORNIA,284
208,Brewery at Lake Tahoe,CALIFORNIA,284
209,Brewbakers Brewing Co.,CALIFORNIA,284
210,Brewbakers #3,CALIFORNIA,284
211,BrewBakers,CALIFORNIA,284
212,Brew It Up! Personal Brewery & Grill,CALIFORNIA,284
213,Breakwater Brewing Co,CALIFORNIA,284
214,Bradley's Brewing Co.,CALIFORNIA,284
215,Boulder Creek Brewing Company,CALIFORNIA,284
216,Boulder Creek Brewing Co.,CALIFORNIA,284
217,Bootleggers Brewing Company,CALIFORNIA,284
218,Bonaventure Brewing Co.,CALIFORNIA,284
219,Blue Frog Grog & Grill,CALIFORNIA,284
220,Blind Lady Brewing Co,CALIFORNIA,284
221,Black Market Brewing Co,CALIFORNIA,284
222,BJ's Restaurant & Brewery (Belmont Shore),CALIFORNIA,284
223,BJ's Restaurant & Brewery,CALIFORNIA,284
224,BJ's Restaurant & Brewery,CALIFORNIA,284
225,BJ's Restaurant & Brewery,CALIFORNIA,284
226,BJ's Restaurant & Brewery,CALIFORNIA,284
227,BJ's Restaurant & Brewery,CALIFORNIA,284
228,BJ's Restaurant & Brewery,CALIFORNIA,284
229,BJ's Restaurant & Brewery,CALIFORNIA,284
230,BJ's Restaurant & Brewery,CALIFORNIA,284
231,BJ's Restaurant & Brewery,CALIFORNIA,284
232,BJ's Restaurant & Brewery,CALIFORNIA,284
233,BJ's Restaurant & Brewery,CALIFORNIA,284
234,BJ's Restaurant & Brewery,CALIFORNIA,284
235,BJ's Restaurant & Brewery,CALIFORNIA,284
236,BJ's Restaurant & Brewery,CALIFORNIA,284
237,BJ's Restaurant & Brewery,CALIFORNIA,284
238,BJ's Restaurant & Brewery,CALIFORNIA,284
239,BJ's Restaurant & Brewery,CALIFORNIA,284
240,BJ's Restaurant & Brewery,CALIFORNIA,284
241,BJ's Restaurant & Brewery,CALIFORNIA,284
242,BJ's Restaurant & Brewery,CALIFORNIA,284
243,BJ's Restaurant & Brewery,CALIFORNIA,284
244,BJ's Restaurant & Brewery,CALIFORNIA,284
245,BJ's Restaurant & Brewery,CALIFORNIA,284
246,BJ's Restaurant & Brewery,CALIFORNIA,284
247,BJ's Restaurant & Brewery,CALIFORNIA,284
248,BJ's Rest. & Brewery,CALIFORNIA,284
249,Bison Brewing Company,CALIFORNIA,284
250,Bison Brewing Co,CALIFORNIA,284
251,Big Bear Mountain Brewery,CALIFORNIA,284
252,Benchmark Brewing Company,CALIFORNIA,284
253,Belmont Brewing Co.,CALIFORNIA,284
254,Bear Republic Brewing Company,CALIFORNIA,284
255,Beach House Brewery,CALIFORNIA,284
256,Beach Chalet Brewing Co.,CALIFORNIA,284
257,Bayhawk Ales,CALIFORNIA,284
258,Ballast Point Brewing Company,CALIFORNIA,284
259,Back Street Brewery/Lamppost Pizza,CALIFORNIA,284
260,Back Street Brewery/Lamppost Pizza,CALIFORNIA,284
261,Back Street Brewery/Lamppost Pizza,CALIFORNIA,284
262,Back Street Brewery/Lamppost Pizza,CALIFORNIA,284
263,Back Street Brewery/Lamppost Pizza,CALIFORNIA,284
264,Back Street Brewery/Lamppost Pizza,CALIFORNIA,284
265,Back Street Brewery/Lamppost Pizza,CALIFORNIA,284
266,Back Street Brewery/Lamppost Pizza,CALIFORNIA,284
267,Back Street Brewery/Lamppost Pizza,CALIFORNIA,284
268,Back Street Brewery/Lamppost Pizza,CALIFORNIA,284
269,Back Street Brewery/Lamppost Pizza,CALIFORNIA,284
270,Babe's Bar-B-Que & Brewery,CALIFORNIA,284
271,Auburn Ale House,CALIFORNIA,284
272,Anheuser-Busch Inc.- Los Angeles,CALIFORNIA,284
273,Angel City Brewing Company,CALIFORNIA,284
274,Anderson Valley Brewing Company,CALIFORNIA,284
275,Anchor Brewing Co.,CALIFORNIA,284
276,Anacapa Brewing Company,CALIFORNIA,284
277,American Beerguy Inc.,CALIFORNIA,284
278,Alpine Beer Company,CALIFORNIA,284
279,AleSmith Brewing Co.,CALIFORNIA,284
280,Ale Industries,CALIFORNIA,284
281,Alcatraz Brewing Company,CALIFORNIA,284
282,Academy of Fine Beers,CALIFORNIA,284
283,21st Amendment,CALIFORNIA,284
284,Triple 7 Brewpub,NEVADA,18
285,Tenaya Creek Brewery,NEVADA,18
286,Tahoe Mountain Brewery,NEVADA,18
287,Sin City Brewing Co,NEVADA,18
288,Silver Peak Restaurant & Brewery ,NEVADA,18
289,Ruby Mountain Brewing Co.,NEVADA,18
290,Monte Carlo Casino/Brewery,NEVADA,18
291,Main Street Station Brewery,NEVADA,18
292,Great Basin Brewing Co.,NEVADA,18
293,Gordon Biersch Brewing Co. (#9),NEVADA,18
294,Ellis Island Casino and Brewery,NEVADA,18
295,Colorado Belle Boiler Room Brewpub,NEVADA,18
296,Chicago Brewing Co-NV,NEVADA,18
297,Brew Brothers/Eldorado Hotel & Casino,NEVADA,18
298,Boulder Dam Brewing Co.,NEVADA,18
299,BJ's Restaurant & Brewery - Reno,NEVADA,18
300,Big Dogs Brewing Co,NEVADA,18
301,Barley's Casino & Brewing Co.,NEVADA,18
302,Snake River Brewpub of Lander,WYOMING,8
303,Snake River Brewing Company,WYOMING,8
304,Shadows Pub and Grill,WYOMING,8
305,Sanfords Grub and Pub,WYOMING,8
306,Library Restaurant and Brewing Co.,WYOMING,8
307,Jackson Hole Pub & Brewery,WYOMING,8
308,Bitter Creek Brewing Co,WYOMING,8
309,Altitude Chophouse and Brewery,WYOMING,8
310,Poplar Head Mule Co.\Brewpub & Grill,ALABAMA,6
311,Olde Towne Brewing Co.,ALABAMA,6
312,Olde Auburn Ale House Brewery Restaurant,ALABAMA,6
313,Hurricane Brewing Co.,ALABAMA,6
314,Birmingham Brewing Company,ALABAMA,6
315,Back Forty Beer Co,ALABAMA,6
316,Thomas Hooker Brewing Co. LLC,CONNECTICUT,11
317,Southport Brewing Company,CONNECTICUT,11
318,Southport Brewing Company,CONNECTICUT,11
319,Southport Brewing Company,CONNECTICUT,11
320,Olde Burnside Brewing CO.,CONNECTICUT,11
321,New England Brewing Co.,CONNECTICUT,11
322,New England Brewing Co.,CONNECTICUT,11
323,Cottrell Brewing Co.,CONNECTICUT,11
324,City Steam Brasserie and Brewing Café,CONNECTICUT,11
325,Cambridge House Brew Pub.,CONNECTICUT,11
326,Cambridge House Brew Pub,CONNECTICUT,11
327,Rock Bottom Brewery - Des Moines,IOWA,13
328,Raccoon River Brewing Co,IOWA,13
329,Old Main Brewing Co & Restaurant,IOWA,13
330,Millstream Brewing Company,IOWA,13
331,Lost Duck Brewing Co.,IOWA,13
332,Granite City Food & Wort House,IOWA,13
333,Granite City Food & Brewery (#6),IOWA,13
334,Granite City Food & Brewery (#5),IOWA,13
335,Granite City Food & Brewery (#4),IOWA,13
336,Depot Deli and Lounge,IOWA,13
337,Court Ave. Brewing,IOWA,13
338,Confluence Brewing Co,IOWA,13
339,Becks Sports Bar & Grill,IOWA,13
340,Trailhead Brewing Co.,MISSOURI,21
341,Tin Mill Brewing Co.,MISSOURI,21
342,"St. Louis Brewery, Inc./Schlafly Bottleworks",MISSOURI,21
343,Square  One Brewery,MISSOURI,21
344,Springfield Brewing Company,MISSOURI,21
345,O'Fallon Brewery,MISSOURI,21
346,Morgan Street,MISSOURI,21
347,Mccoys Public House,MISSOURI,21
348,Iron Barley,MISSOURI,21
349,Gruhlke's Microbrewery/Bias Vineyards,MISSOURI,21
350,Griesedieck Brothers Brewery,MISSOURI,21
351,Granite City Food & Brewery (#11),MISSOURI,21
352,Flat Branch Brewing Co.,MISSOURI,21
353,Crown Valley Winery,MISSOURI,21
354,Charleville Winery & Microbrewery,MISSOURI,21
355,Boulevard Brewing Co.,MISSOURI,21
356,Bootleggers Restaurant & Brewery,MISSOURI,21
357,Bat Creek Brewery,MISSOURI,21
358,Augusta Brewing Co.,MISSOURI,21
359,"Anheuser-Busch, Inc.",MISSOURI,21
360,75th Street Brewery,MISSOURI,21
361,Benson Brewery,NEBRASKA,15
362,Upstream Brewing Co. (#2),NEBRASKA,15
363,Upstream Brewing Co.,NEBRASKA,15
364,Thunderhead Brewing Co. (#2)/ Chicken Coop,NEBRASKA,15
365,Thunderhead Brewing Co.  ,NEBRASKA,15
366,Spilker Ales,NEBRASKA,15
367,SchillingBridge Winery & Microbrewery,NEBRASKA,15
368,Nebraska Brewing Co.,NEBRASKA,15
369,Mistys Steakhouse & Brewery,NEBRASKA,15
370,Lazlo's Brewery & Grill,NEBRASKA,15
371,Jaipur Brewing Co.,NEBRASKA,15
372,Granite City Food & Brewery (#7),NEBRASKA,15
373,Granite City Food & Brewery (#16),NEBRASKA,15
374,Gottberg Brew Pub,NEBRASKA,15
375,Empyrean Brewing Co.,NEBRASKA,15
376,Snowgoose Restaurant,ALASKA,14
377,Sleeping Lady Brewing Co.,ALASKA,14
378,Skagway Brewing Co.,ALASKA,14
379,Silver Gulch Brewing Co.,ALASKA,14
380,Mooses Tooth Brewing Co,ALASKA,14
381,Midnight Sun Brewing Company,ALASKA,14
382,Kodiak Island Brewing Co.,ALASKA,14
383,Kenai River Brewing Co.,ALASKA,14
384,Kassiks Kenai Brew Stop,ALASKA,14
385,Homer Brewing Co.,ALASKA,14
386,Glacier Brewhouse,ALASKA,14
387,Denali Brewing Company,ALASKA,14
388,Denali Brewing Co.,ALASKA,14
389,Alaskan Brewing & Bottling Company,ALASKA,14
390,Thunder Canyon Brewery,ARIZONA,34
391,Sunup Brewing at Sonora Brewhouse,ARIZONA,34
392,Sonora Brewing Company/ Pinnacle Peak,ARIZONA,34
393,Rock Bottom Brewery- Scottsdale,ARIZONA,34
394,Rock Bottom Brewery - Phoenix,ARIZONA,34
395,Rock Bottom Brewery - Desert Ridge,ARIZONA,34
396,Rock Bottom Brewery - Arrowhead,ARIZONA,34
397,Prescott Brewing Co,ARIZONA,34
398,Pinnacle Peak Brewery,ARIZONA,34
399,Papago Brewing Co.,ARIZONA,34
400,Old World Brewery,ARIZONA,34
401,Oggi's Pizza & Brewing Company,ARIZONA,34
402,Oggi's Pizza & Brewing Company,ARIZONA,34
403,Oak Creek Brewing Co.,ARIZONA,34
404,Oak Creek Brewery & Grill,ARIZONA,34
405,Nimbus Brewing Company,ARIZONA,34
406,Mudshark Brewing Co.,ARIZONA,34
407,Mogollon Brewing Co.,ARIZONA,34
408,Gordon Biersch Brewery Restaurants,ARIZONA,34
409,Gentle Ben's Brewing Company,ARIZONA,34
410,Four Peaks Brewing Co.,ARIZONA,34
411,Flagstaff Brewing Co.,ARIZONA,34
412,Electric Dave Brewery,ARIZONA,34
413,Electric Brewing Co.,ARIZONA,34
414,Dark Mountain Brewery,ARIZONA,34
415,Crazy Ed's Satisfied Frog,ARIZONA,34
416,Coyote Springs Brewing Co. & Café,ARIZONA,34
417,Copper Canyon Brewing/Ale House,ARIZONA,34
418,BJs Restaurant & Brewery - Chandler,ARIZONA,34
419,Beaver Street Brewery & Whistle Stop Café,ARIZONA,34
420,Barrio Brewing Co ,ARIZONA,34
421,Barley Brothers Brewery,ARIZONA,34
422,Bandersnatch Brewpub,ARIZONA,34
423,Alcatraz Brewing Company,ARIZONA,34
424,Vino's,ARKANSAS,7
425,Tiny Tim's Pizza/West Mountain Brewery,ARKANSAS,7
426,Hog Haus Barewing Co.,ARKANSAS,7
427,Diamond Bear Brewing Co.,ARKANSAS,7
428,Dark Hills Brewery,ARKANSAS,7
429,Chit's,ARKANSAS,7
430,Boscos Little Rock Brewing Co.,ARKANSAS,7
431,Wolf Tongue Brewery,COLORADO,182
432,Walnut Brewery/Rock Bottom Restaurant,COLORADO,182
433,Vail Brewing Company,COLORADO,182
434,Union Colony Brewery,COLORADO,182
435,Two Angels Beer Company,COLORADO,182
436,Twisted Pine Brewing Co.,COLORADO,182
437,Trout Creek Brewing Company,COLORADO,182
438,Trinidad Brewing Co,COLORADO,182
439,Tommyknocker Brewery & Pub,COLORADO,182
440,Tivoli Brewery,COLORADO,182
441,Three Barrel Brewing Co.,COLORADO,182
442,The Walnut Brewery (#2),COLORADO,182
443,The Idle Spur,COLORADO,182
444,Telluride Beer Co.,COLORADO,182
445,Tabernash Brewing Co.,COLORADO,182
446,Steamworks Brewing Company # 3,COLORADO,182
447,Steamworks Brewing Company,COLORADO,182
448,Steamboat Brewery & Tavern,COLORADO,182
449,Squaw Mountain Brewing Co.,COLORADO,182
450,Spring Brewing Co.,COLORADO,182
451,Southern Sun Pub & Brewery,COLORADO,182
452,Snowy Mountain Brewery,COLORADO,182
453,Snow Dog Brewing Company,COLORADO,182
454,Smugglers Brewpub and Grille,COLORADO,182
455,Smiling Moose Brewing Co.,COLORADO,182
456,Sleeping Giant,COLORADO,182
457,SKA Brewing Company,COLORADO,182
458,Silverton Brewery Pub & Grill,COLORADO,182
459,Silver Plume Brewing Co.,COLORADO,182
460,Sharkey's Brewing Co. & Brew Club,COLORADO,182
461,Shamrock Brewing Co.,COLORADO,182
462,Sandlot Brewery,COLORADO,182
463,San Luis Valley Brewing Co.,COLORADO,182
464,San Juan Brewing Co.,COLORADO,182
465,Sammy's on Park Avenue/Rifle Brewing Co,COLORADO,182
466,Rosies Brewpub,COLORADO,182
467,Rockyard Brewing Co,COLORADO,182
468,Rocky Mountain Microbrewery,COLORADO,182
469,Rockslide Brewpub,COLORADO,182
470,Rockies Brewing Company,COLORADO,182
471,Rock Bottom Brewery (Westminister),COLORADO,182
472,Rock Bottom Brewery (Englewood),COLORADO,182
473,Rock Bottom Brewery (Denver),COLORADO,182
474,Rock Bottom Brewery (Colorado),COLORADO,182
475,Rock Bottom Brewery (Centerra),COLORADO,182
476,Redstone Meadery,COLORADO,182
477,Redfish Brewing Co.,COLORADO,182
478,Red Ass Brewing Company (Sales),COLORADO,182
479,Purgatory Brewing LLC ,COLORADO,182
480,Pumphouse Brewery & Restaurant,COLORADO,182
481,Pug Ryans Steakhouse and Brewery,COLORADO,182
482,Powers Brewing Co./Powers Colorado Brew,COLORADO,182
483,Platte Bottom Brewing Co.,COLORADO,182
484,Pitkin Brewing Company,COLORADO,182
485,Pitchers Brewery & Sports Shack,COLORADO,182
486,Pints Pub & Brewery,COLORADO,182
487,Pine Street Brewing Company,COLORADO,182
488,Pikes Peak Brewery,COLORADO,182
489,Phantom Canyon Brewpub,COLORADO,182
490,Peak to Peak Brewery,COLORADO,182
491,Palmer Lake Brewery,COLORADO,182
492,Palisade Brewery,COLORADO,182
493,Pagosa Brewing Co,COLORADO,182
494,Ouray Brewing Company,COLORADO,182
495,Oskar Blues Grill and Brewery,COLORADO,182
496,Only the Best Brewing Co. Inc.,COLORADO,182
497,One Keg Brewhouse,COLORADO,182
498,Old Colorado Brewing Co.,COLORADO,182
499,Odell Brewing Company,COLORADO,182
500,Oasis Brewery Annex,COLORADO,182
501,Oasis Brewery & Restaurant,COLORADO,182
502,Northstar Restaurant & Brewery,COLORADO,182
503,New Planet Beer Co,COLORADO,182
504,New Belgium Brewing Company,COLORADO,182
505,Namaqua Brewing Co.,COLORADO,182
506,Naked Aspen Beer Company,COLORADO,182
507,Mountain Sun Pub & Brewery,COLORADO,182
508,Moffat Station,COLORADO,182
509,Mill Steakhouse and Brewery,COLORADO,182
510,Mercury Caf\E9,COLORADO,182
511,McClellans Grill Na Brewing Co.,COLORADO,182
512,Manzano Mountain Brewing Co.,COLORADO,182
513,Main Street Brewery/Four Corners,COLORADO,182
514,Mahogany Ridge Brewery & Grill,COLORADO,182
515,Lonetree Brewing Ltd.,COLORADO,182
516,Lone Wolfe Brewing Co.,COLORADO,182
517,Little Big Brewing,COLORADO,182
518,Linden's Brewing Co.,COLORADO,182
519,Left Hand Brewing Company,COLORADO,182
520,Kannah Creek Brewing Co,COLORADO,182
521,Judge Baldwin's Brewing Company,COLORADO,182
522,Jamestown Brewing Company,COLORADO,182
523,Irons Brewing Company,COLORADO,182
524,Irish Brewpub,COLORADO,182
525,Il Vicino Pizzeria & Brewery,COLORADO,182
526,Il Vicino of Colorado Springs,COLORADO,182
527,Hubcap Brewery & Kitchen (Vail),COLORADO,182
528,Horsefly Brewing Co,COLORADO,182
529,Hops of Cherry Creek,COLORADO,182
530,Hops Grillhouse and Brewery-Cherry,COLORADO,182
531,Hops Grillhouse and Brewery-Chanson Plaza,COLORADO,182
532,Hops Grillhouse and Brewery- Northglenn,COLORADO,182
533,Hops Grillhouse and Brewery- Denver West,COLORADO,182
534,High Point Brewing Company,COLORADO,182
535,Hide-Away Restaurant & Brewpub,COLORADO,182
536,Helioselene LLC,COLORADO,182
537,Heavenly Daze Brewery & Grill,COLORADO,182
538,Headwaters Brewing Co.,COLORADO,182
539,Hardtail Brewing,COLORADO,182
